,Year,Time from Start to Finish (seconds),Q1,Q2,Q2_OTHER_TEXT,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q9_OTHER_TEXT,Q10,Q11
8081,2019,489,25-29,Male,-1,,,,,,,,,-1,$0-999,$100-$999
8082,2019,551,55-59,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","> $100,000 ($USD)"
8083,2019,347,25-29,Female,-1,,,,,,,,,-1,,
8084,2019,1018,18-21,Male,-1,,,,,,,,,-1,,
8085,2019,376,35-39,Male,-1,,,,,,,,,-1,"40,000-49,999",$0 (USD)
8086,2019,434,35-39,Female,-1,,,,,,,,,-1,,
8087,2019,363,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"80,000-89,999","$1000-$9,999"
8088,2019,1649,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"80,000-89,999","$1000-$9,999"
8089,2019,330,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999",$0 (USD)
8090,2019,541,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"20,000-24,999","$1000-$9,999"
8091,2019,1433,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"2,000-2,999",$1-$99
8092,2019,1054,60-69,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"300,000-500,000","$10,000-$99,999"
8093,2019,355,18-21,Male,-1,,,,,,,,,-1,,
8094,2019,488,30-34,Female,-1,,,,,,,,,-1,"40,000-49,999",$0 (USD)
8095,2019,249,35-39,Male,-1,,,,,,,,,-1,$0-999,$1-$99
8096,2019,617,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"30,000-39,999",$100-$999
8097,2019,470,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"5,000-7,499",$100-$999
8098,2019,559,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"7,500-9,999",$0 (USD)
8099,2019,626,45-49,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
8100,2019,1289,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"80,000-89,999",$0 (USD)
8101,2019,624,55-59,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"7,500-9,999",$0 (USD)
8102,2019,476,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999",$100-$999
8103,2019,312,30-34,Male,-1,,,,,,,,,-1,,
8104,2019,382,35-39,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"50,000-59,999",$100-$999
8105,2019,599,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"40,000-49,999",$100-$999
8106,2019,531,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"25,000-29,999",$0 (USD)
8107,2019,710,40-44,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999","$1000-$9,999"
8108,2019,2380,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,Other,73,"100,000-124,999","$1000-$9,999"
8109,2019,1390,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"80,000-89,999","> $100,000 ($USD)"
8110,2019,3655,25-29,Male,-1,,,,,,,,,-1,"2,000-2,999",$0 (USD)
8111,2019,9272,30-34,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"50,000-59,999","$10,000-$99,999"
8112,2019,849,45-49,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"60,000-69,999","> $100,000 ($USD)"
8113,2019,611,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"100,000-124,999","$1000-$9,999"
8114,2019,512583,60-69,Male,-1,,,,,,,,,-1,$0-999,$1-$99
8115,2019,515,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"100,000-124,999","> $100,000 ($USD)"
8116,2019,855,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999","$1000-$9,999"
8117,2019,709,35-39,Male,-1,,,,,,,,,-1,"50,000-59,999",$0 (USD)
8118,2019,667,45-49,Male,-1,,,,,,,,,-1,"70,000-79,999",$100-$999
8119,2019,6506,22-24,Male,-1,,,,,,,,,-1,,
8120,2019,439,22-24,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999",$0 (USD)
8121,2019,681,25-29,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"100,000-124,999","$1000-$9,999"
8122,2019,315,25-29,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
8123,2019,718,25-29,Male,-1,,,,,,,,,-1,,
8124,2019,552,25-29,Male,-1,,,,,,,,,-1,,
8125,2019,337,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"3,000-3,999",$100-$999
8126,2019,489,35-39,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999",$1-$99
8127,2019,1136,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,,,,Do research that advances the state of the art of machine learning,,,-1,"15,000-19,999","$10,000-$99,999"
8128,2019,445,25-29,Prefer not to say,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"100,000-124,999","> $100,000 ($USD)"
8129,2019,761,30-34,Prefer to self-describe,16,,,,,,,,,-1,"15,000-19,999",$0 (USD)
8130,2019,5026,25-29,Male,-1,,,,,,,,,-1,,
8131,2019,1119,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"100,000-124,999","$1000-$9,999"
